index	label	hemisphere
0	empty	bilateral
1	1_Visual_A	bilateral
2	2_Visual_B	bilateral
3	3_Somatomotor_A	bilateral
4	4_Somatomotor_B	bilateral
5	5_Temporal_Parietal	bilateral
6	6_Frontoparietal_Area	bilateral
7	7_Dorsal_Attention_B	bilateral
8	8_Salience+Ventral_Attention_A	bilateral
9	9_Salience+Ventral_Attention_B	bilateral
10	10_Control_A	bilateral
11	11_Control_B	bilateral
12	12_Control_C	bilateral
13	13_Default_A	bilateral
14	14_Default_B	bilateral
15	15_Default_C	bilateral
16	16_Limbic_A	bilateral
17	17_Limbic_B	bilateral
